"nearc2","wage","educ","south","black"
0,298,13,0,0
0,625,14,0,0
0,769,16,0,0
0,459,16,0,0
1,550,12,0,0
1,470,14,0,0
1,396,12,0,0
1,594,14,0,0
1,1039,16,0,0
1,400,12,0,0
1,698,12,0,0
1,713,16,1,0
1,550,12,0,0
1,333,14,0,0
0,1058,12,0,0
0,590,11,0,0
0,633,12,0,0
0,500,10,0,0
0,788,14,0,0
0,832,18,0,0
0,539,12,0,0
0,577,18,0,0
0,808,14,0,0
0,722,14,0,0
0,600,12,1,0
0,452,10,1,0
0,300,7,1,0
0,393,12,1,1
1,200,12,1,1
1,750,9,1,0
1,673,16,1,0
1,989,14,1,0
1,880,17,1,0
1,905,13,1,0
1,250,14,1,1
1,520,10,1,0
1,356,12,1,0
1,278,12,1,0
1,400,12,1,1
1,273,10,1,1
1,500,11,1,0
1,603,11,1,0
0,400,12,1,0
0,475,12,1,1
0,1100,12,1,0
0,337,14,1,0
0,538,11,1,0
0,404,13,1,1
0,757,16,1,0
0,554,16,1,0
0,577,16,1,0
0,432,15,1,0
0,550,11,1,0
0,797,16,1,0
0,450,14,1,0
0,807,13,1,0
0,600,13,1,0
0,933,13,1,0
0,481,11,1,0
1,623,12,1,0
1,328,10,1,1
1,600,16,1,0
1,693,14,1,1
1,923,15,1,0
1,721,12,1,0
1,540,12,1,1
1,459,13,1,1
1,485,13,1,1
1,350,12,1,1
1,200,16,1,0
1,520,10,1,1
1,250,12,1,1
1,504,11,0,1
1,363,12,1,1
1,654,11,1,1
1,425,12,1,1
1,245,12,1,1
1,250,11,1,1
1,879,13,0,0
1,687,12,1,1
1,402,11,1,1
1,428,12,1,1
1,325,13,1,0
1,725,17,1,0
1,780,12,1,0
0,264,14,1,1
0,450,12,1,1
0,346,14,1,1
0,350,13,1,1
0,400,13,1,1
0,980,12,1,0
0,385,12,1,1
0,344,17,0,1
0,563,16,1,1
0,463,7,1,0
0,565,12,1,1
0,638,12,1,1
0,462,10,1,1
0,670,13,1,1
0,404,13,1,1
0,373,17,1,1
0,230,12,1,1
0,558,12,1,1
0,300,8,1,1
0,913,14,1,0
0,558,18,1,0
0,529,13,1,0
0,330,15,1,0
0,375,9,1,0
0,615,13,1,0
0,721,14,1,0
0,529,16,0,0
0,859,12,1,1
0,649,14,1,1
0,238,10,1,1
0,275,12,1,1
0,325,14,1,1
0,357,14,0,1
0,385,12,1,1
0,365,14,1,0
0,800,8,1,0
0,482,12,1,0
0,955,17,1,0
0,462,17,1,0
0,417,16,1,0
0,290,10,1,0
0,240,12,1,0
0,829,12,1,1
0,361,12,1,0
0,598,16,1,0
0,750,13,1,0
0,385,16,1,1
0,620,16,1,1
0,641,13,1,0
0,468,16,1,1
0,385,13,1,1
0,462,12,1,1
0,635,12,1,0
0,400,12,0,0
0,760,13,1,0
0,560,13,1,0
0,1000,12,1,0
1,425,11,1,0
1,411,12,1,1
1,179,11,1,0
1,375,18,1,0
1,1298,18,1,0
1,476,15,0,1
1,775,16,1,0
1,714,12,1,0
1,429,10,1,1
1,435,13,1,1
1,875,13,1,0
1,424,14,1,1
1,375,12,1,1
1,489,12,1,1
1,462,15,1,1
1,340,12,1,1
1,581,12,1,0
1,515,12,1,0
1,1053,12,1,0
1,475,12,1,1
1,1502,18,1,0
1,962,15,0,0
1,230,15,1,1
1,750,18,1,1
1,225,15,1,1
1,331,13,1,1
1,397,11,1,1
1,750,10,1,0
1,450,12,1,0
1,865,13,1,1
1,535,8,1,0
1,846,16,0,0
1,759,16,0,0
1,600,16,1,0
1,1030,12,1,0
1,876,14,1,0
1,568,12,1,0
1,533,16,1,0
1,481,12,1,0
1,604,12,1,1
1,657,12,1,0
1,625,12,1,0
1,280,12,1,1
1,500,10,1,0
1,535,12,1,0
1,818,10,1,0
1,624,10,1,0
1,604,10,1,0
1,505,12,0,0
1,750,12,0,0
1,721,12,0,0
1,674,18,0,0
1,913,16,1,0
1,879,17,1,1
1,427,12,1,1
1,792,8,1,1
1,327,14,1,1
1,313,10,1,1
1,786,16,0,1
1,337,18,0,0
1,385,10,1,1
1,529,16,1,1
1,429,10,1,1
1,984,12,0,0
1,817,12,1,0
1,745,14,1,1
1,345,10,1,1
1,554,14,1,1
1,263,13,1,1
1,745,18,1,1
1,673,17,1,1
1,721,17,1,1
1,438,13,1,1
1,545,12,1,1
1,250,14,1,1
1,624,14,1,1
1,400,13,1,0
1,577,16,1,0
1,813,16,1,1
1,625,12,1,1
1,485,14,1,1
1,841,16,1,0
1,865,16,1,0
1,325,16,1,0
1,477,14,1,1
1,250,16,1,1
1,500,12,1,0
0,515,13,1,0
0,256,18,1,0
0,718,13,1,0
0,796,18,0,0
0,750,12,1,0
0,419,12,1,1
0,431,12,1,1
0,425,12,0,1
0,220,12,1,1
0,685,13,1,1
0,500,15,1,0
0,551,16,1,0
0,700,11,1,0
0,707,12,1,0
1,523,17,1,0
1,433,12,1,0
1,462,14,1,0
1,397,12,1,0
1,400,15,1,0
1,872,18,0,0
1,378,12,1,0
1,364,12,1,0
1,962,15,1,0
1,801,15,1,0
1,400,5,1,0
1,540,13,1,1
1,450,10,1,0
1,438,15,1,1
1,360,12,1,1
0,529,12,1,0
0,721,12,1,1
0,345,2,1,0
0,1052,11,0,0
0,726,16,1,0
0,543,12,0,1
0,1202,16,0,0
0,400,16,1,0
0,375,9,1,1
1,281,11,1,1
1,127,12,1,1
1,1393,12,0,1
1,649,12,1,0
1,420,16,1,0
1,455,16,1,0
1,661,12,1,1
0,380,12,1,0
0,315,10,1,1
0,452,14,1,0
0,625,12,1,0
0,601,14,1,0
0,499,13,1,0
0,693,8,1,0
0,535,18,1,0
0,465,7,0,0
0,400,12,1,0
0,368,18,1,0
0,700,8,1,0
0,962,16,0,0
0,365,6,1,0
0,475,9,1,0
0,200,12,1,0
0,600,9,0,1
0,505,12,0,1
0,577,16,1,1
0,457,12,1,1
0,750,12,1,0
0,577,11,1,0
0,289,15,1,0
0,224,12,1,1
0,363,10,1,1
0,229,10,1,1
0,234,9,1,1
0,465,14,1,1
0,2083,16,1,0
0,427,15,1,1
0,678,12,1,0
0,313,13,1,0
0,601,18,1,0
0,500,10,1,0
0,375,12,1,0
0,550,12,1,1
0,702,17,0,1
0,625,16,1,1
0,423,14,1,1
0,355,11,1,1
0,519,12,1,0
0,359,14,1,0
0,349,11,1,1
0,293,12,1,1
0,443,18,1,1
0,270,6,1,1
0,385,14,1,0
0,438,12,1,0
0,417,11,1,0
0,481,11,1,0
0,596,16,1,0
0,600,12,1,1
0,250,14,1,1
0,531,12,1,1
0,591,12,1,1
0,503,12,0,1
0,475,11,0,1
1,1374,16,1,0
1,325,17,0,0
1,577,14,1,0
1,702,12,0,0
1,444,16,1,0
1,560,13,1,1
1,962,13,1,0
1,310,12,1,0
1,1269,17,1,0
1,500,16,0,0
1,583,16,0,0
1,112,17,0,0
1,673,14,0,0
1,1923,17,1,0
1,400,14,1,1
1,460,12,1,1
1,245,12,1,1
1,315,16,1,1
1,641,14,1,0
1,750,12,1,0
1,308,17,0,0
1,350,17,0,0
1,462,18,0,0
1,1154,15,0,0
1,1748,16,1,0
1,769,17,0,0
0,730,15,0,0
0,736,18,1,0
0,500,16,1,0
0,365,16,1,0
0,333,13,1,0
0,721,12,1,0
0,375,12,1,0
0,250,12,1,0
0,361,17,1,0
0,283,7,1,0
0,415,12,1,0
0,522,16,1,0
0,706,12,1,0
0,409,16,1,0
0,416,12,1,0
0,786,12,0,0
0,577,16,1,0
0,478,16,1,0
0,625,17,1,0
0,505,17,1,0
0,287,12,1,0
0,500,12,1,0
0,500,8,1,0
0,350,12,1,0
0,462,13,1,0
0,548,13,1,1
0,255,12,1,1
0,524,13,1,1
0,292,12,1,1
0,375,14,1,0
0,529,18,1,0
0,909,16,1,0
0,353,9,1,0
0,1155,14,1,0
0,250,8,1,0
0,781,13,1,0
0,416,13,1,0
0,364,13,1,1
0,375,13,1,1
0,375,15,1,1
0,358,16,1,1
0,300,7,1,1
0,528,14,1,0
0,299,12,1,0
0,450,8,1,1
0,540,14,1,1
0,528,8,1,0
0,769,12,1,0
0,198,12,0,1
0,400,12,0,1
0,753,12,0,1
0,445,12,0,1
0,240,9,1,1
0,167,3,1,1
0,445,12,1,0
0,250,10,1,1
0,475,12,1,0
0,400,16,1,0
0,398,18,1,0
0,350,12,0,1
0,523,12,1,1
0,270,10,1,1
0,310,9,1,1
0,300,6,1,1
0,325,12,1,1
0,900,12,1,0
0,750,13,1,0
0,285,8,1,1
0,278,12,1,0
0,500,13,1,1
0,700,8,1,0
0,300,9,1,0
0,392,8,1,0
0,511,12,1,0
0,624,16,1,0
0,244,12,1,1
0,363,12,1,0
0,606,16,1,0
0,760,12,1,0
0,385,14,1,0
0,495,12,1,1
0,828,16,1,0
0,404,12,1,0
0,267,15,1,0
0,440,12,1,0
0,375,14,1,0
0,301,10,1,0
0,658,12,1,0
0,514,15,0,1
0,300,12,1,1
0,230,12,1,1
0,260,10,1,1
0,305,12,1,1
0,430,8,1,1
0,260,8,1,1
0,577,16,1,0
0,425,11,1,1
0,315,12,1,1
0,375,13,1,0
0,500,9,1,1
0,500,12,1,0
0,350,12,1,1
0,525,10,1,1
0,500,17,1,0
0,385,16,1,0
0,100,9,1,1
0,300,15,1,1
0,188,12,1,1
0,355,8,1,1
0,267,12,1,1
0,267,12,1,1
0,586,12,1,0
0,375,12,1,1
0,346,12,1,1
0,545,16,1,0
0,562,14,1,0
0,577,12,0,0
0,890,15,0,0
0,625,13,1,0
0,416,13,1,0
0,683,6,1,0
1,625,11,1,1
1,310,9,1,1
1,664,12,1,1
1,286,11,1,0
1,600,12,1,1
1,742,16,0,1
1,225,11,1,1
1,623,12,1,0
1,603,12,1,0
1,550,12,1,0
1,801,16,1,0
0,330,14,1,0
0,684,16,1,0
0,1000,15,0,0
0,1091,16,1,0
0,476,13,1,1
0,500,12,1,1
0,950,14,1,1
0,1142,18,1,1
0,450,12,1,1
0,448,12,1,0
0,361,16,1,0
0,535,13,1,0
0,616,17,1,0
0,490,14,1,0
0,415,12,1,0
1,250,13,1,1
1,500,13,1,0
1,1155,18,1,0
1,525,12,1,0
1,300,11,1,0
1,308,9,1,0
1,625,8,1,0
1,350,13,1,0
1,673,16,1,0
1,558,13,1,0
1,351,12,1,1
1,723,12,0,1
1,569,15,1,1
1,240,11,1,1
1,450,8,1,0
1,338,11,1,1
1,288,10,1,1
0,413,17,1,0
0,848,12,1,0
0,874,16,1,0
0,295,11,1,1
0,300,8,1,1
0,289,16,1,1
0,298,9,1,1
0,361,5,1,1
0,1097,12,0,1
0,465,16,0,1
0,265,14,1,1
0,839,16,1,0
0,577,16,1,0
0,225,10,1,1
0,235,12,1,1
0,250,12,1,1
0,196,12,1,0
0,475,12,1,1
0,500,11,1,0
0,334,8,1,1
0,454,10,1,1
0,945,16,1,0
0,291,13,1,0
0,520,16,1,0
0,474,15,1,0
0,296,8,1,0
0,420,12,1,0
0,519,12,1,0
0,316,12,1,0
0,375,12,1,0
0,550,13,1,1
0,944,8,1,0
0,475,16,1,0
0,393,16,1,0
0,750,11,1,0
0,492,13,1,0
0,500,12,1,1
0,268,11,1,1
0,475,12,1,1
1,365,12,1,1
1,281,11,1,1
1,250,14,1,1
1,263,12,1,1
1,1012,18,0,0
1,833,17,1,0
1,313,16,0,0
1,962,14,1,0
1,346,9,1,1
1,300,11,1,1
1,375,11,1,1
1,500,14,1,0
1,346,12,1,0
0,319,9,1,1
0,400,11,1,1
0,548,13,1,1
0,230,7,1,1
0,418,12,1,0
0,527,13,1,0
0,865,10,1,0
0,519,13,1,0
0,335,11,1,0
0,865,13,1,0
0,520,8,1,0
0,855,17,1,0
0,316,12,1,0
0,831,18,1,0
0,875,16,1,0
0,1374,14,1,0
1,451,16,1,0
1,684,18,1,0
1,435,13,1,0
1,913,13,1,0
1,855,13,1,0
1,600,10,1,0
1,256,12,1,1
1,375,12,1,1
1,441,16,1,1
1,405,13,1,1
1,410,12,1,1
1,300,15,1,0
1,693,16,1,0
1,1012,18,0,0
1,452,15,1,1
1,388,12,1,0
1,492,18,1,0
1,313,5,1,0
0,577,14,1,0
0,375,12,1,0
0,655,12,0,0
0,709,16,1,0
0,511,14,1,1
0,625,12,1,0
0,460,14,1,0
0,625,14,1,0
0,575,12,1,1
0,500,12,1,1
0,414,13,0,1
0,471,13,0,1
0,520,12,1,1
0,750,13,0,1
0,490,12,1,1
0,425,18,0,1
0,535,12,1,1
0,745,13,1,0
0,400,12,1,0
0,320,12,1,0
0,606,17,1,0
0,563,11,1,0
0,325,12,1,1
0,821,13,1,0
0,810,12,1,0
0,374,12,1,0
0,300,12,1,0
1,619,12,1,0
1,641,18,1,0
1,585,12,1,0
1,587,12,1,0
1,533,12,1,1
0,325,12,1,1
0,655,13,1,1
0,617,13,1,1
0,602,12,1,1
0,550,16,1,1
0,686,16,1,1
0,625,10,1,1
0,440,11,1,1
0,153,6,1,1
0,595,10,1,1
0,462,11,1,1
0,300,11,1,1
0,500,10,1,1
0,404,10,1,1
0,275,10,1,1
0,400,8,1,1
0,600,18,1,0
0,577,13,1,0
0,375,12,1,0
0,304,12,1,0
0,282,12,1,1
0,275,14,1,1
0,635,12,1,0
0,711,18,0,1
0,959,13,0,1
0,641,16,1,1
0,444,13,1,0
0,235,9,1,1
0,475,15,1,1
0,252,12,1,1
0,635,14,1,0
0,390,13,1,1
0,413,9,1,1
0,400,11,0,1
0,288,8,1,1
0,360,12,1,1
0,673,12,1,0
1,393,10,1,1
1,577,16,1,1
1,188,11,1,1
1,285,5,1,1
1,375,9,1,1
1,770,17,1,0
1,558,17,0,0
1,1763,18,0,0
1,695,12,1,0
1,489,10,0,0
0,509,12,1,0
0,818,12,1,0
0,275,7,1,0
0,600,12,1,0
0,577,13,1,0
0,230,14,1,0
0,507,11,0,0
1,606,12,1,0
1,813,12,1,0
1,285,10,1,0
1,1068,16,1,0
1,1635,14,1,0
1,860,16,1,0
1,756,14,1,0
1,750,15,1,0
1,438,12,1,0
1,1106,12,1,0
1,291,17,1,1
1,332,12,0,1
0,417,13,1,0
0,625,13,1,0
0,462,12,1,0
0,250,8,1,0
0,520,18,0,0
0,150,14,1,0
0,400,14,0,0
1,385,18,0,0
1,577,15,0,0
1,538,18,0,0
1,801,17,0,0
1,500,17,0,0
1,894,13,0,0
1,625,14,0,0
1,323,14,0,0
1,577,12,0,0
1,427,12,0,0
1,241,10,0,0
1,758,17,0,0
1,1979,16,0,0
1,695,12,0,0
1,491,16,0,0
1,565,16,0,0
1,340,10,0,0
1,298,13,0,0
1,308,13,0,0
1,1097,13,0,0
1,413,11,0,0
1,606,12,0,0
1,500,12,0,0
1,589,15,0,0
1,625,13,0,0
1,390,10,0,0
1,443,14,0,0
1,707,13,0,0
1,778,16,0,0
1,510,12,0,1
1,442,17,0,0
1,400,13,0,0
1,1275,18,0,0
1,405,12,0,1
1,673,12,0,1
1,280,10,0,1
1,350,10,0,1
1,2003,18,0,0
1,769,16,0,0
1,866,16,0,0
1,880,15,0,0
1,550,12,0,0
1,610,14,0,0
1,577,13,0,0
1,148,12,0,1
1,824,16,0,0
1,700,14,0,0
1,750,18,0,0
1,700,17,0,0
1,692,18,0,0
1,308,11,0,1
1,865,17,0,0
1,693,14,0,1
1,800,11,0,1
1,673,14,0,1
1,515,14,1,0
1,712,16,0,0
1,845,13,0,0
1,885,14,0,0
1,693,14,0,0
1,851,12,0,0
1,738,12,0,0
1,481,14,0,0
1,795,16,0,0
1,579,13,0,0
1,869,12,0,0
1,577,16,0,0
1,1385,17,0,0
1,1603,14,0,0
1,675,12,0,1
1,462,18,0,0
1,663,12,0,0
1,845,12,0,0
1,657,12,0,0
1,1200,15,0,0
1,770,13,0,0
1,250,12,0,1
1,343,12,0,0
1,2115,12,0,0
1,1029,18,0,0
1,713,12,0,0
1,595,10,0,0
1,833,15,1,0
1,400,15,0,0
1,721,14,0,1
1,167,12,0,1
1,467,14,0,0
1,643,18,0,0
1,600,13,0,0
1,400,12,0,0
1,1000,13,0,0
1,666,14,0,0
0,553,16,0,0
0,785,14,0,0
1,667,15,0,0
1,300,10,0,0
1,697,16,0,0
1,438,14,0,0
1,685,13,0,0
1,414,14,0,0
1,751,12,0,0
1,231,13,0,0
1,505,16,0,0
1,600,16,0,0
1,1309,18,0,0
1,1058,18,0,0
1,627,15,0,0
0,1050,16,0,0
0,983,18,0,0
0,1282,18,0,0
0,818,12,0,0
0,500,17,0,0
0,720,12,0,0
0,538,12,0,0
0,938,17,0,0
0,300,11,0,0
0,781,11,0,0
0,650,8,0,0
0,996,18,0,0
0,582,17,0,0
0,231,16,0,0
0,539,16,0,0
0,628,15,0,1
0,674,12,0,1
0,231,16,0,0
0,716,18,0,0
1,286,13,0,0
1,500,15,0,0
1,312,16,0,0
1,200,11,0,0
1,1106,16,0,0
1,583,12,0,0
1,404,16,0,0
1,618,13,0,0
1,277,16,0,0
1,962,17,1,0
1,692,15,0,0
1,563,12,0,0
1,1336,8,0,0
1,673,14,0,0
1,856,16,0,0
1,260,16,0,0
1,575,15,0,0
1,626,13,0,0
1,1443,12,0,0
1,336,14,0,0
1,577,12,0,0
1,480,13,0,0
1,250,15,0,0
0,479,11,0,0
0,1038,15,0,0
0,1090,18,0,0
0,462,18,0,0
0,625,12,0,0
0,817,16,0,0
0,361,14,0,0
0,320,12,0,0
0,347,16,0,0
1,861,12,0,0
1,282,10,0,0
1,699,12,0,0
1,615,12,0,0
1,433,11,0,0
1,534,16,0,0
1,625,16,0,0
1,577,18,0,0
1,843,12,0,0
1,404,16,0,0
1,553,15,0,0
1,1014,18,0,0
1,325,16,0,0
1,771,15,0,0
1,700,14,0,0
1,548,17,0,0
1,625,16,0,0
1,911,16,0,0
0,745,12,0,0
0,674,12,0,0
0,817,16,0,0
1,770,15,0,0
1,727,15,0,0
1,666,12,0,0
1,688,14,0,0
1,560,14,0,0
1,500,16,0,0
1,670,14,0,0
1,962,12,0,0
1,726,16,0,0
1,962,16,0,0
1,615,17,0,0
1,1154,13,0,0
1,675,13,0,0
1,422,12,0,0
1,1063,12,0,0
1,1175,18,0,0
1,852,15,0,0
1,610,12,0,0
1,423,18,0,0
1,1200,12,0,0
1,1029,14,0,0
1,550,14,0,0
1,801,15,0,0
1,543,12,0,0
1,350,9,0,0
1,750,14,0,0
1,450,14,0,0
1,600,14,0,0
1,855,12,0,0
1,728,14,0,0
1,693,12,0,0
1,1025,10,0,0
1,1154,14,0,0
1,983,16,0,0
1,727,15,0,0
1,535,14,0,0
1,532,12,0,0
1,289,13,0,0
1,313,17,0,0
1,404,13,0,0
1,1100,18,0,0
1,660,12,0,0
1,433,12,0,0
1,400,17,1,0
1,263,15,0,0
1,400,13,0,0
1,577,16,0,0
1,433,12,0,0
1,470,17,0,0
1,255,17,0,0
1,625,12,0,0
1,670,13,0,0
1,1049,12,0,0
1,1846,17,0,0
1,769,15,0,0
1,688,11,0,1
1,650,15,0,0
1,479,16,0,0
1,341,16,0,0
1,906,14,0,0
1,351,12,0,0
0,775,12,0,0
0,700,12,0,0
0,592,16,0,0
0,740,12,0,0
0,533,12,0,0
0,417,16,0,0
0,1394,18,0,0
0,548,12,0,0
0,657,11,0,0
0,572,12,0,0
0,624,13,0,0
0,442,16,0,0
0,577,15,0,0
0,540,13,0,0
0,841,15,0,0
1,724,14,0,0
1,557,13,0,0
1,334,13,0,0
1,510,15,1,0
1,577,12,0,0
1,511,12,0,0
0,311,15,0,0
0,577,12,0,0
0,670,12,0,0
0,631,12,0,0
0,666,16,0,0
0,400,14,0,0
0,220,11,0,0
0,577,13,0,0
0,423,13,0,0
0,647,16,0,0
0,345,15,0,0
0,840,16,1,0
1,625,15,0,0
0,1000,9,0,0
1,919,16,0,0
1,730,12,0,0
1,448,12,1,0
1,483,14,0,0
0,411,12,0,0
0,885,14,0,0
0,350,14,0,0
0,500,17,0,0
0,733,15,0,0
0,459,13,0,0
0,721,16,0,0
0,699,15,1,0
0,785,14,0,0
0,925,16,0,0
0,449,14,0,0
0,325,15,0,0
0,683,13,0,0
0,522,16,0,0
0,470,18,0,0
1,541,12,0,0
1,852,14,0,0
1,400,12,0,0
1,547,18,0,0
1,577,16,0,0
1,300,11,0,0
1,1068,16,0,0
1,721,12,0,0
1,673,17,0,0
1,739,17,1,0
1,1478,12,0,0
0,875,17,0,0
0,900,12,0,0
0,801,13,0,0
0,550,13,0,0
0,575,10,0,0
0,540,12,0,0
0,790,16,0,0
0,693,14,0,0
0,250,16,0,0
0,417,17,0,0
0,635,9,0,0
0,413,12,0,0
0,300,12,0,0
0,567,17,0,0
0,641,16,0,0
0,356,13,0,0
0,400,12,0,0
0,413,12,0,0
0,531,14,0,0
0,635,16,0,0
0,144,14,0,0
0,550,14,0,0
0,486,12,0,0
0,598,17,0,0
0,462,14,1,0
0,812,16,0,0
0,625,12,0,0
0,1043,12,0,0
0,800,16,0,0
0,812,16,0,0
0,433,17,0,0
0,751,17,0,0
0,294,14,0,0
0,427,12,0,0
0,700,12,0,0
0,284,16,0,0
0,542,14,0,0
0,480,12,0,0
0,378,16,0,0
0,508,16,0,0
0,500,12,0,0
0,723,12,0,0
0,220,12,0,0
0,475,15,0,0
0,1202,13,0,0
0,400,13,0,0
0,601,16,0,0
0,481,12,0,0
0,700,16,0,0
0,769,12,1,0
0,529,14,1,0
0,450,16,1,0
0,563,10,1,0
0,649,13,1,0
0,470,8,1,0
0,275,16,1,0
0,719,16,1,0
0,1082,12,1,0
0,673,16,1,0
1,350,18,1,0
1,769,14,1,1
1,650,12,1,1
1,751,9,1,0
1,356,10,1,0
1,250,9,1,0
1,401,12,1,0
1,425,11,1,0
1,287,9,1,0
1,309,13,1,1
1,578,14,0,1
1,438,16,1,1
1,450,12,1,0
1,173,17,1,0
1,529,16,0,1
1,482,12,1,1
1,833,12,0,1
1,260,12,1,1
1,279,12,1,1
1,350,13,1,1
1,145,11,1,0
1,230,10,1,1
1,450,15,0,1
1,385,16,1,0
1,817,17,1,0
1,962,16,1,0
1,408,13,1,0
1,526,16,1,0
1,578,13,0,0
1,620,14,1,0
0,230,12,1,0
0,580,11,1,1
0,1155,18,1,0
0,380,12,1,1
0,616,16,1,1
0,450,12,1,1
0,425,12,1,1
0,500,12,1,1
0,713,12,1,0
0,750,12,1,0
0,323,15,1,0
0,1038,13,1,0
0,491,16,1,0
0,525,13,1,0
0,388,11,1,1
0,460,10,1,1
0,400,15,1,1
0,737,15,1,1
0,599,14,1,1
0,1131,18,1,1
0,601,14,1,1
0,298,10,1,1
0,235,12,1,1
0,220,13,1,1
0,697,8,1,1
0,542,9,1,1
0,250,12,1,1
0,400,16,1,0
0,423,15,1,0
0,290,12,1,0
0,247,10,1,1
0,380,13,1,1
0,656,12,1,0
0,711,12,1,0
0,481,14,1,0
0,641,16,1,0
0,596,12,1,0
0,578,7,1,0
1,678,16,1,0
1,1538,16,1,0
1,860,12,1,0
1,534,18,1,0
1,308,12,1,0
1,600,14,1,0
1,625,8,1,0
1,540,13,1,0
1,344,13,1,0
1,500,12,1,0
1,320,11,0,1
1,378,18,1,1
1,188,15,1,1
1,168,9,1,1
1,250,2,1,1
1,190,3,1,1
1,1000,12,0,1
1,564,12,1,1
1,624,9,1,1
1,714,12,1,1
1,538,12,1,0
1,355,13,1,1
1,240,12,1,1
1,418,12,1,0
0,1026,13,1,0
0,295,17,1,0
0,550,12,1,1
0,538,12,1,1
0,350,5,1,0
0,711,12,1,0
0,229,12,1,1
0,220,12,1,1
0,310,12,1,1
0,320,12,0,1
0,303,12,1,1
0,450,13,1,0
0,753,12,1,1
0,438,12,1,0
0,325,11,1,1
0,846,16,1,0
0,313,14,1,0
0,479,13,1,0
0,429,12,1,0
0,490,14,1,0
0,361,12,1,0
0,400,14,1,0
0,423,12,1,1
0,311,12,1,1
0,271,11,1,1
0,385,18,1,1
0,529,16,1,1
0,700,11,1,0
0,381,10,1,0
0,465,12,1,0
0,400,10,1,0
0,455,10,1,0
0,260,12,1,1
0,705,13,0,1
0,417,13,1,0
0,250,11,1,1
0,460,12,1,1
0,325,8,1,1
0,275,9,1,1
0,325,12,1,1
0,300,15,0,1
0,250,8,1,1
0,288,12,1,0
0,550,13,1,1
0,429,12,1,0
0,375,8,1,1
0,577,9,1,0
0,531,13,1,0
0,250,12,1,0
0,440,12,1,0
0,457,12,1,0
0,438,12,1,0
0,550,12,1,1
0,650,16,1,0
0,423,11,1,0
0,420,13,1,0
0,200,14,1,0
0,400,8,1,0
0,300,9,1,0
0,714,12,1,0
0,398,12,1,0
0,398,9,1,0
0,734,16,1,0
0,688,12,1,0
0,212,6,1,0
0,455,12,1,0
0,350,15,1,0
0,577,16,1,0
0,699,16,0,0
0,375,16,1,0
0,375,13,1,0
0,364,12,1,0
0,220,12,1,1
0,621,16,1,1
0,375,11,1,1
0,341,16,1,1
0,380,16,1,1
0,260,11,1,0
0,489,8,1,1
0,433,11,1,1
0,365,11,1,1
0,257,14,1,1
0,513,14,1,0
0,288,15,1,0
0,866,18,1,0
0,433,12,1,0
0,500,1,1,0
0,548,16,1,0
0,400,12,1,0
0,433,9,1,0
1,375,13,1,0
1,547,12,1,0
1,375,12,1,0
1,500,14,1,0
1,355,16,1,0
1,600,12,0,0
1,650,12,1,0
1,848,12,1,0
1,325,12,1,0
0,289,12,1,1
0,457,14,1,1
0,711,14,1,1
0,413,13,1,0
0,649,16,1,1
0,633,13,1,0
0,721,16,1,0
0,913,12,1,0
0,375,13,1,0
0,592,18,1,0
0,764,16,1,0
0,500,12,1,0
0,275,11,0,1
0,260,10,0,1
0,962,16,1,0
0,625,12,1,1
0,333,12,1,1
0,625,12,1,1
0,250,10,1,1
0,359,12,1,1
0,550,12,1,1
0,403,12,1,1
0,463,11,0,1
0,396,12,1,1
0,278,12,1,1
1,400,14,1,1
1,415,16,1,1
1,462,12,1,1
1,1442,18,1,0
1,125,4,1,1
1,200,10,1,1
1,300,10,1,1
1,521,10,1,1
1,266,13,1,1
1,325,11,1,1
1,350,9,1,1
1,340,9,1,1
1,625,13,1,1
1,214,10,1,0
1,688,12,1,0
1,275,8,1,0
1,457,10,1,0
1,615,12,1,1
1,732,16,0,1
1,163,12,1,1
1,260,8,1,1
1,492,11,1,0
1,575,12,0,1
1,510,12,0,1
1,565,8,1,1
1,515,9,1,1
1,471,8,0,1
1,335,13,1,1
1,481,12,1,1
1,642,12,1,1
1,573,10,1,1
1,315,6,1,1
1,360,11,1,1
1,339,12,1,1
1,400,13,1,0
1,300,15,1,0
1,580,10,1,0
1,321,14,1,0
1,475,12,0,1
1,445,7,0,1
1,300,6,1,1
1,252,10,1,1
1,419,12,1,1
1,317,6,1,1
1,553,16,1,0
0,721,18,1,0
0,729,13,1,0
0,314,12,1,0
0,220,9,1,0
0,235,8,1,1
0,333,9,1,1
0,333,11,1,1
0,333,11,1,1
0,380,12,1,1
0,390,12,1,1
0,250,5,1,1
0,673,17,1,1
0,483,16,1,1
0,769,16,1,1
0,325,4,1,1
0,465,11,1,1
0,350,14,1,0
0,375,12,1,1
0,300,5,1,0
0,475,16,1,1
0,528,12,0,1
0,513,10,1,1
0,445,12,0,1
0,265,11,1,1
0,260,12,1,1
0,318,9,1,1
0,626,12,1,0
0,400,11,1,0
0,378,14,1,0
0,803,16,1,0
0,447,16,1,0
1,319,15,1,0
1,401,8,1,0
1,438,9,1,0
1,417,10,1,0
1,375,10,1,0
1,616,16,1,0
1,354,12,1,0
1,425,18,1,0
1,265,12,1,0
1,426,14,1,0
1,250,12,1,0
1,560,17,1,0
1,289,12,1,0
1,393,16,1,0
1,577,12,1,0
1,346,17,1,0
1,1282,16,1,0
1,865,17,0,0
1,413,14,1,0
1,225,6,0,0
0,404,14,0,0
0,721,12,1,0
